(City: Careyland, Pop: 5086547, Elevation: 1645.0)
(City: PortBraulio, Pop: 12731131, Elevation: 2360.0)
(City: NorthAdelineton, Pop: 34253604, Elevation: 1446.0)
(City: Libbyfort, Pop: 23653444, Elevation: 1544.0)
(City: Sauerview, Pop: 10817270, Elevation: 3990.0)
(City: Kshlerinfort, Pop: 11157719, Elevation: 67.0)
(City: Marquesstad, Pop: 25095442, Elevation: 355.0)
(City: Maureenmouth, Pop: 36198137, Elevation: 3095.0)
(City: LakeRickey, Pop: 20262047, Elevation: 485.0)
(City: Bernhardmouth, Pop: 15528480, Elevation: 2162.0)
(City: Averyport, Pop: 35269553, Elevation: 1082.0)
(City: EastTerrellshire, Pop: 31210122, Elevation: 2476.0)
(City: SouthMilo, Pop: 49469627, Elevation: 1215.0)
(City: SouthJedidiahport, Pop: 30478175, Elevation: 325.0)
(City: Konopelskihaven, Pop: 737832, Elevation: 186.0)
(City: SouthPamelaside, Pop: 9669390, Elevation: 1742.0)
(City: NewRyleigh, Pop: 2315239, Elevation: 2476.0)
(City: WestAmina, Pop: 7531339, Elevation: 2769.0)
(City: Treverton, Pop: 29365977, Elevation: 3189.0)
(City: Mrazmouth, Pop: 17312509, Elevation: 2391.0)
(City: Cotymouth, Pop: 19558546, Elevation: 125.0)
(City: Calistaside, Pop: 8563175, Elevation: 1571.0)
(City: Shaniefurt, Pop: 31459301, Elevation: 3846.0)
(City: Predovicville, Pop: 35362685, Elevation: 2169.0)
(City: LakeMisty, Pop: 19130193, Elevation: 1377.0)
(City: SouthDelphineton, Pop: 7688417, Elevation: 3488.0)
(City: SouthGarry, Pop: 40056160, Elevation: 2736.0)
(City: WestKatrinabury, Pop: 13808381, Elevation: 1216.0)
(City: Kurtismouth, Pop: 12907546, Elevation: 677.0)
(City: Enosland, Pop: 6881370, Elevation: 742.0)
(City: PortMartineport, Pop: 37139002, Elevation: 2325.0)
(City: SouthEnos, Pop: 2651409, Elevation: 3578.0)
(City: Tyreseton, Pop: 47197001, Elevation: 2048.0)
(City: NewCandace, Pop: 37660767, Elevation: 240.0)
(City: Wardland, Pop: 4756449, Elevation: 974.0)
(City: SouthKarleymouth, Pop: 28687541, Elevation: 1670.0)
(City: SouthTillmanfort, Pop: 17561248, Elevation: 2637.0)
(City: NorthKaliview, Pop: 30121626, Elevation: 2650.0)
(City: WestDylanside, Pop: 17715423, Elevation: -62.0)
(City: EastCordell, Pop: 13048909, Elevation: 169.0)
(City: Daytonstad, Pop: 9570309, Elevation: 2632.0)
(City: WestAntoniafurt, Pop: 43446542, Elevation: 1247.0)
(City: NorthDagmarmouth, Pop: 37270206, Elevation: 2701.0)
(City: Abdielhaven, Pop: 42035129, Elevation: 2070.0)
(City: EastRodrick, Pop: 27058714, Elevation: 1787.0)
(City: SouthOrvillehaven, Pop: 38195607, Elevation: 3419.0)
(City: Johnsshire, Pop: 18374313, Elevation: 1485.0)
(City: Jewellbury, Pop: 22894173, Elevation: 718.0)
(City: LakeKobe, Pop: 34937694, Elevation: 339.0)
(City: NorthDejonborough, Pop: 40689014, Elevation: 3052.0)
(City: PortReginaldtown, Pop: 1239287, Elevation: 1637.0)
(City: Elisabethside, Pop: 19558892, Elevation: 2161.0)
(City: LakeWilla, Pop: 35316181, Elevation: 513.0)
(City: Pfefferfurt, Pop: 7519809, Elevation: -36.0)
(City: Okunevaview, Pop: 26444273, Elevation: 2234.0)
(City: WestEldred, Pop: 33319409, Elevation: 2105.0)
(City: Morarland, Pop: 21733759, Elevation: 3110.0)
(City: LakeImmanuel, Pop: 49016718, Elevation: 1053.0)
(City: SouthGiovannashire, Pop: 43080726, Elevation: 3786.0)
(City: Josephineville, Pop: 28944227, Elevation: 763.0)
(City: Blandaberg, Pop: 9729903, Elevation: 909.0)
(City: NewKarina, Pop: 41074796, Elevation: 1967.0)
(City: Hesselport, Pop: 22473, Elevation: 1396.0)
(City: SouthPaige, Pop: 20282819, Elevation: -51.0)
(City: WestDestiniport, Pop: 30385313, Elevation: 3218.0)
(City: NorthRichmond, Pop: 44726153, Elevation: 2214.0)
(City: Jadonburgh, Pop: 32813131, Elevation: 3267.0)
(City: SouthIleneland, Pop: 1946277, Elevation: 671.0)
(City: NewLucioberg, Pop: 37586419, Elevation: 1127.0)
(City: WestChanelhaven, Pop: 43833913, Elevation: 142.0)
(City: Schuppeside, Pop: 49779605, Elevation: 2710.0)
(City: LakeNannie, Pop: 35529258, Elevation: 3728.0)
(City: Waylonburgh, Pop: 38560976, Elevation: 2558.0)
(City: Petraville, Pop: 34758052, Elevation: 311.0)
(City: Legrosfurt, Pop: 15259170, Elevation: 2107.0)
(City: Zackfort, Pop: 27714812, Elevation: 1673.0)
(City: Lefflerborough, Pop: 18909319, Elevation: 189.0)
(City: Bashirianchester, Pop: 35336691, Elevation: 3960.0)
(City: Nadertown, Pop: 42970112, Elevation: 2757.0)
(City: NewIsrael, Pop: 24470781, Elevation: 1716.0)
(City: NorthOral, Pop: 17488792, Elevation: 1797.0)
(City: EastAfton, Pop: 30968776, Elevation: 3227.0)
(City: Starkborough, Pop: 24588120, Elevation: 2721.0)
(City: NewOrionstad, Pop: 40429282, Elevation: 3198.0)
(City: LakeShyannefurt, Pop: 38323096, Elevation: 1302.0)
(City: LakeEric, Pop: 7661154, Elevation: 3930.0)
(City: PortHankport, Pop: 14965182, Elevation: 3707.0)
(City: PortLulachester, Pop: 11222342, Elevation: 1537.0)
(City: NewBonita, Pop: 24318660, Elevation: 2530.0)
(City: Herzogborough, Pop: 23323592, Elevation: 259.0)
(City: Howellburgh, Pop: 28104116, Elevation: 1108.0)
(City: NorthSheastad, Pop: 9612866, Elevation: 3098.0)
(City: Aylafort, Pop: 47467057, Elevation: 555.0)
(City: Lindchester, Pop: 3976460, Elevation: 2294.0)
(City: D'Amoreburgh, Pop: 39951059, Elevation: 1497.0)
(City: Kesslerport, Pop: 24903768, Elevation: 968.0)
(City: WestJocelynmouth, Pop: 31037793, Elevation: 2814.0)
(City: Sallyshire, Pop: 29252674, Elevation: 2002.0)
(City: WestVerdaside, Pop: 15386732, Elevation: 181.0)
(City: PortEmmanuelton, Pop: 33812070, Elevation: 1249.0)
(City: NewBrady, Pop: 35617257, Elevation: 1247.0)
(City: Lenniemouth, Pop: 2580494, Elevation: 3093.0)
(City: Keshawnborough, Pop: 23368895, Elevation: 3056.0)
(City: SouthAlantown, Pop: 38902159, Elevation: 613.0)
(City: NewPamelaland, Pop: 41570952, Elevation: 3635.0)
(City: NorthTanyaberg, Pop: 25277331, Elevation: 1093.0)
(City: Goldashire, Pop: 24822820, Elevation: 2993.0)
(City: Paxtonport, Pop: 7829488, Elevation: 918.0)
(City: LakeAthenaton, Pop: 3775957, Elevation: 2007.0)
(City: SouthNakia, Pop: 15887091, Elevation: 2387.0)
(City: EastEleanoraside, Pop: 1952902, Elevation: 1341.0)
(City: Wisozkville, Pop: 37584253, Elevation: 2911.0)
(City: Bettyport, Pop: 29738438, Elevation: 3951.0)
(City: Garthberg, Pop: 11941815, Elevation: 2904.0)
(City: Schinnermouth, Pop: 18931870, Elevation: 3565.0)
(City: NorthBenton, Pop: 38000067, Elevation: 3332.0)
(City: Watsicamouth, Pop: 15327832, Elevation: 531.0)
(City: Elizabethville, Pop: 21318119, Elevation: 53.0)
(City: Chaunceyport, Pop: 34878309, Elevation: 2424.0)
(City: NewDelphine, Pop: 13945786, Elevation: 48.0)
(City: Rodrigoland, Pop: 13562095, Elevation: 1200.0)
(City: SouthSophie, Pop: 2227943, Elevation: 790.0)
(City: NorthTessieton, Pop: 12306099, Elevation: 3288.0)
(City: PortDaryltown, Pop: 15450850, Elevation: 825.0)
(City: NewClayberg, Pop: 16636477, Elevation: 382.0)
(City: Franciscomouth, Pop: 18845547, Elevation: 3403.0)
(City: SouthDessie, Pop: 47099700, Elevation: 1143.0)
(City: SouthRitamouth, Pop: 34090483, Elevation: 1055.0)
(City: Bodeville, Pop: 12024120, Elevation: 1516.0)
(City: NewAubreymouth, Pop: 36305206, Elevation: 1925.0)
(City: Bartolettimouth, Pop: 35622705, Elevation: 2194.0)
(City: Reeseland, Pop: 16303150, Elevation: 2031.0)
(City: Nevaborough, Pop: 16968443, Elevation: 99.0)
(City: EastWhitney, Pop: 24252347, Elevation: 142.0)
(City: WestHailee, Pop: 44813547, Elevation: 3513.0)
(City: SouthElliotburgh, Pop: 15122358, Elevation: 3535.0)
(City: LakeChesterburgh, Pop: 40195937, Elevation: 1353.0)
(City: Haleymouth, Pop: 5815228, Elevation: 554.0)
(City: SouthAlfredaport, Pop: 29648920, Elevation: 913.0)
(City: SouthCarolview, Pop: 23167090, Elevation: 1995.0)
(City: Ornmouth, Pop: 15625898, Elevation: 2334.0)
(City: WestTommie, Pop: 7793059, Elevation: 2852.0)
(City: Connbury, Pop: 32851569, Elevation: 3964.0)
(City: Loniefurt, Pop: 14943027, Elevation: 3008.0)
(City: EastDomenicborough, Pop: 45802255, Elevation: 1549.0)
(City: EastSeth, Pop: 6820424, Elevation: 3488.0)
(City: NorthIcieview, Pop: 49212619, Elevation: 640.0)
(City: WestDomenickberg, Pop: 9184463, Elevation: 3703.0)
(City: Bartolettiport, Pop: 48788117, Elevation: 2375.0)
(City: Braxtonshire, Pop: 39183682, Elevation: 2686.0)
(City: EastMarionstad, Pop: 9850875, Elevation: 2620.0)
(City: Kylaside, Pop: 40973506, Elevation: 498.0)
(City: EastMarguerite, Pop: 28032192, Elevation: 2633.0)
(City: Faheyhaven, Pop: 9028645, Elevation: 323.0)
(City: Lehnerborough, Pop: 32189392, Elevation: 3161.0)
(City: LakeShaynamouth, Pop: 4111636, Elevation: 2245.0)
(City: Jannieborough, Pop: 40002892, Elevation: 2386.0)
(City: Mannbury, Pop: 565669, Elevation: 639.0)
(City: Hegmannshire, Pop: 36090903, Elevation: 3741.0)
(City: PortDemario, Pop: 29546774, Elevation: 2449.0)
(City: SouthDevantown, Pop: 28155520, Elevation: 3281.0)
(City: Schoenland, Pop: 44713073, Elevation: 534.0)
(City: NewDenis, Pop: 32317747, Elevation: 2282.0)
(City: EastGiovanniside, Pop: 36189806, Elevation: 2741.0)
(City: Imeldaberg, Pop: 20588843, Elevation: 2133.0)
(City: PortLennaview, Pop: 17249687, Elevation: 238.0)
(City: PortJerad, Pop: 15930742, Elevation: 228.0)
(City: PortShawnmouth, Pop: 36241259, Elevation: 3515.0)
(City: Lexibury, Pop: 48361185, Elevation: 1235.0)
(City: Laurelport, Pop: 41447524, Elevation: 156.0)
(City: Gaylordtown, Pop: 48005162, Elevation: 607.0)
(City: Amarahaven, Pop: 23179234, Elevation: 1363.0)
(City: SouthMerl, Pop: 24549409, Elevation: 383.0)
(City: O'Reillyside, Pop: 2575540, Elevation: 2468.0)
(City: Sigmundview, Pop: 497866, Elevation: 3036.0)
(City: Orlandohaven, Pop: 21049015, Elevation: 611.0)
(City: NorthAvafort, Pop: 31765385, Elevation: 3689.0)
(City: LakeJakob, Pop: 30729012, Elevation: 1445.0)
(City: Angelafort, Pop: 27000566, Elevation: 3555.0)
(City: EastGabriellebury, Pop: 17717122, Elevation: 3510.0)
(City: WestVelva, Pop: 42701980, Elevation: 385.0)
(City: Kasandramouth, Pop: 31891368, Elevation: 2175.0)
(City: NorthEnos, Pop: 49187053, Elevation: 3826.0)
(City: Doylefort, Pop: 6822665, Elevation: 162.0)
(City: Leonville, Pop: 27789911, Elevation: 2966.0)
(City: Hilllmouth, Pop: 25890025, Elevation: 2655.0)
(City: Olsonfort, Pop: 28542382, Elevation: 1221.0)
(City: NewWarren, Pop: 18898580, Elevation: 2397.0)
(City: SouthLaurettaland, Pop: 12754398, Elevation: 3399.0)
(City: PortAntoinettemouth, Pop: 10232628, Elevation: 3621.0)
(City: Bobbietown, Pop: 37801698, Elevation: 3975.0)
(City: Goodwinshire, Pop: 46861092, Elevation: -46.0)
(City: SouthAdell, Pop: 9857935, Elevation: 2380.0)
(City: SouthMagnolia, Pop: 18842576, Elevation: 2017.0)
(City: Purdyland, Pop: 27579394, Elevation: 344.0)
(City: Coltenfort, Pop: 10219687, Elevation: 2233.0)
(City: Gleichnerborough, Pop: 34528455, Elevation: 2435.0)
(City: Elainafurt, Pop: 46871193, Elevation: 529.0)
(City: EastElroy, Pop: 13693184, Elevation: 1827.0)
(City: NorthKhalidport, Pop: 904200, Elevation: 3644.0)
(City: Rodrickville, Pop: 9434162, Elevation: 964.0)
(City: Deanville, Pop: 46289079, Elevation: 415.0)
(City: Melisaside, Pop: 27021826, Elevation: 2369.0)
(City: WestHelenetown, Pop: 1697410, Elevation: 3118.0)
(City: WestAustynbury, Pop: 43759733, Elevation: 847.0)
(City: Marcelohaven, Pop: 4405711, Elevation: 1454.0)
(City: Mervinton, Pop: 46201966, Elevation: 3318.0)
(City: WestGerson, Pop: 10452530, Elevation: 668.0)
(City: Keelingville, Pop: 37678383, Elevation: 2007.0)
(City: Schaeferburgh, Pop: 46682311, Elevation: 2444.0)
(City: Annaborough, Pop: 31954988, Elevation: 2989.0)
(City: Ondrickastad, Pop: 20522710, Elevation: 3856.0)
(City: SouthWalker, Pop: 11657425, Elevation: 3848.0)
(City: Coleshire, Pop: 38176938, Elevation: 2294.0)
(City: Blockfurt, Pop: 31194302, Elevation: 2128.0)
(City: Schmelershire, Pop: 4941577, Elevation: 2444.0)
(City: EastJuvenal, Pop: 12156263, Elevation: 2647.0)
(City: NorthMarina, Pop: 22340129, Elevation: 2870.0)
(City: NewKorystad, Pop: 13892450, Elevation: 945.0)
(City: Klockoberg, Pop: 19065614, Elevation: 818.0)
(City: WestFlorianshire, Pop: 30328028, Elevation: 671.0)
(City: Ryleighfurt, Pop: 12746957, Elevation: 1964.0)
(City: NewDameonfort, Pop: 2202299, Elevation: 3081.0)
(City: Stantonton, Pop: 20571048, Elevation: 2852.0)
(City: LakeMozelle, Pop: 18182117, Elevation: 2063.0)
(City: Dillonchester, Pop: 39604283, Elevation: 1349.0)
(City: SouthRosanna, Pop: 40623392, Elevation: 1485.0)
(City: NewDayton, Pop: 44763783, Elevation: 1011.0)
(City: Nicholemouth, Pop: 31418812, Elevation: 3234.0)
(City: SouthWillow, Pop: 37716173, Elevation: 2552.0)
(City: NewElvis, Pop: 47198029, Elevation: 3194.0)
(City: NewBobbietown, Pop: 36501763, Elevation: 395.0)
(City: Handchester, Pop: 11155535, Elevation: 311.0)
(City: NorthIdell, Pop: 1572912, Elevation: 836.0)
(City: Helgaton, Pop: 26133274, Elevation: 936.0)
(City: WestJorgetown, Pop: 24108278, Elevation: 2833.0)
(City: NewJodyborough, Pop: 28937735, Elevation: 24.0)
(City: PortLunatown, Pop: 35226924, Elevation: 799.0)
(City: PortKatheryn, Pop: 46211565, Elevation: 2105.0)
(City: Kayafurt, Pop: 24327355, Elevation: 3591.0)
(City: EastAl, Pop: 31630956, Elevation: 3768.0)
(City: NorthTyrel, Pop: 42966494, Elevation: 3894.0)
(City: Claraland, Pop: 47579628, Elevation: 2689.0)
(City: Dorrismouth, Pop: 664224, Elevation: 460.0)
(City: EastTianna, Pop: 14479208, Elevation: 1439.0)
(City: Beulahburgh, Pop: 20667733, Elevation: 3383.0)
(City: LakeEdwina, Pop: 33148299, Elevation: 78.0)
(City: LakeRhea, Pop: 3940024, Elevation: 3221.0)
(City: Helmerside, Pop: 2423132, Elevation: 2647.0)
(City: LakeFeliciahaven, Pop: 40032950, Elevation: 2821.0)
(City: WestSalma, Pop: 29304327, Elevation: 3626.0)
(City: Einoburgh, Pop: 27430562, Elevation: 1573.0)
(City: NewRockychester, Pop: 25165159, Elevation: 3018.0)
(City: NorthVincent, Pop: 13702993, Elevation: 2400.0)
(City: Andrebury, Pop: 39984285, Elevation: 1064.0)
(City: Wolffberg, Pop: 47583252, Elevation: 1911.0)
(City: Brocktown, Pop: 30391249, Elevation: -48.0)
(City: Alysashire, Pop: 35449644, Elevation: -81.0)
(City: Lilianshire, Pop: 44175995, Elevation: 3163.0)
(City: Predovicmouth, Pop: 15287473, Elevation: 2378.0)
(City: Sipesmouth, Pop: 45676779, Elevation: 3592.0)
(City: Ivaview, Pop: 6090291, Elevation: 1937.0)
(City: Schusterchester, Pop: 44862935, Elevation: 655.0)
(City: EastLola, Pop: 46082903, Elevation: -47.0)
(City: NorthJayda, Pop: 3906056, Elevation: 136.0)
(City: WestMarilyne, Pop: 26958632, Elevation: 1665.0)
(City: NorthMyraburgh, Pop: 40066364, Elevation: 843.0)
(City: NewJordi, Pop: 10337813, Elevation: 2167.0)
(City: LakeSilas, Pop: 31848691, Elevation: 281.0)
(City: SouthLeif, Pop: 29331972, Elevation: 1726.0)
(City: PortBryceshire, Pop: 1390731, Elevation: 2667.0)
(City: PortAurelia, Pop: 5479302, Elevation: -4.0)
(City: Lexusburgh, Pop: 40980358, Elevation: 1164.0)
(City: Eviechester, Pop: 24357265, Elevation: 268.0)
(City: EastBerryside, Pop: 4750884, Elevation: 2712.0)
(City: LakeDanykaside, Pop: 45400780, Elevation: 765.0)
(City: SouthMarcoville, Pop: 26960149, Elevation: 3181.0)
(City: NorthJuanabury, Pop: 40124369, Elevation: 1508.0)
(City: NorthLaurettaside, Pop: 19777095, Elevation: 1481.0)
(City: NewKirk, Pop: 26748244, Elevation: 314.0)
(City: Batzmouth, Pop: 15727578, Elevation: 21.0)
(City: Shanahanfort, Pop: 9047113, Elevation: 3453.0)
(City: Welchhaven, Pop: 44011217, Elevation: 916.0)
(City: LakeBuford, Pop: 23178312, Elevation: 2203.0)
(City: WestRachael, Pop: 5763896, Elevation: 3026.0)
(City: Handville, Pop: 14956936, Elevation: 63.0)
(City: WestMiltonstad, Pop: 39616260, Elevation: 2365.0)
(City: Katherinemouth, Pop: 31187224, Elevation: 318.0)
(City: Hayesmouth, Pop: 9941229, Elevation: 3188.0)
(City: NorthSally, Pop: 20282328, Elevation: 2642.0)
(City: Pfefferport, Pop: 819243, Elevation: 3481.0)
(City: Fritschville, Pop: 12444232, Elevation: 444.0)
(City: Blickfort, Pop: 19290169, Elevation: 2611.0)
(City: Estellastad, Pop: 11943698, Elevation: 2827.0)
(City: EastOrrin, Pop: 3726786, Elevation: 478.0)
(City: LakeMaia, Pop: 933608, Elevation: 3815.0)
(City: PortPierce, Pop: 21519491, Elevation: -52.0)
(City: SouthKeaton, Pop: 27158943, Elevation: 3015.0)
(City: Rowenahaven, Pop: 12590343, Elevation: 318.0)
(City: Allanport, Pop: 31271234, Elevation: 474.0)
(City: PortAnsley, Pop: 33323945, Elevation: 3421.0)
(City: Considineton, Pop: 25961912, Elevation: 292.0)
(City: Faystad, Pop: 37555280, Elevation: 3627.0)
(City: WestDomenicfort, Pop: 4585181, Elevation: 2024.0)
(City: NorthAishahaven, Pop: 22986817, Elevation: 3892.0)
(City: Mertzton, Pop: 43900681, Elevation: 3827.0)
(City: Ziemannmouth, Pop: 32859417, Elevation: 2834.0)
(City: NewShawnafort, Pop: 34994296, Elevation: 2006.0)
(City: Vonfurt, Pop: 16851590, Elevation: 1034.0)
(City: SouthBrendan, Pop: 45150975, Elevation: 1773.0)
(City: NewBenedictmouth, Pop: 41070845, Elevation: 2035.0)
(City: Lessieside, Pop: 44447567, Elevation: 1959.0)
(City: Alfredtown, Pop: 4964647, Elevation: 1649.0)
(City: Effieview, Pop: 48142086, Elevation: 3056.0)
(City: PortJordihaven, Pop: 39159426, Elevation: 359.0)
(City: NorthAlexandrofort, Pop: 28404405, Elevation: 343.0)
(City: EastChase, Pop: 20633039, Elevation: 3410.0)
(City: SouthAishaberg, Pop: 3476597, Elevation: 310.0)
(City: Mohrmouth, Pop: 1315591, Elevation: 3465.0)
(City: SouthColechester, Pop: 31772704, Elevation: 2578.0)
(City: NewMarcelina, Pop: 18893052, Elevation: 3348.0)
(City: LakeCary, Pop: 10541312, Elevation: 589.0)
(City: Christophershire, Pop: 13923481, Elevation: 3362.0)
(City: Troyton, Pop: 2296285, Elevation: 2967.0)
(City: Ritchiemouth, Pop: 9995982, Elevation: 803.0)
(City: Bartellland, Pop: 27218819, Elevation: 824.0)
(City: SouthFloville, Pop: 22847841, Elevation: 1656.0)
(City: WestSallyfort, Pop: 26926607, Elevation: 559.0)
(City: PortRaheem, Pop: 36744401, Elevation: 2396.0)
(City: NorthSigmundfort, Pop: 5091634, Elevation: 769.0)
(City: Ednaport, Pop: 26829207, Elevation: 104.0)
(City: Champlinshire, Pop: 35351993, Elevation: 2674.0)
(City: Gailshire, Pop: 22844023, Elevation: 2903.0)
(City: NewJanetburgh, Pop: 23950876, Elevation: 1304.0)
(City: SouthDakota, Pop: 327616, Elevation: 2718.0)
(City: Justenton, Pop: 44167184, Elevation: 852.0)
(City: Shanebury, Pop: 16788453, Elevation: 1434.0)
(City: Bahringermouth, Pop: 27462655, Elevation: 2172.0)
(City: EastGeoffreystad, Pop: 43493882, Elevation: 3242.0)
(City: Carsonmouth, Pop: 45899449, Elevation: 1010.0)
(City: Altenwerthmouth, Pop: 32025089, Elevation: 1219.0)
(City: Koelpinton, Pop: 33345625, Elevation: 2448.0)
(City: Mayertstad, Pop: 42857585, Elevation: 1809.0)
(City: Kautzerberg, Pop: 25290993, Elevation: 2016.0)
(City: Macejkovicfort, Pop: 34577129, Elevation: 1172.0)
(City: Lavernechester, Pop: 42117148, Elevation: 1581.0)
(City: McCulloughshire, Pop: 45704624, Elevation: 3272.0)
(City: EastEvalyn, Pop: 40022883, Elevation: 3360.0)
(City: Alexandreaberg, Pop: 9499854, Elevation: 3891.0)
(City: Nicolasmouth, Pop: 32546797, Elevation: 39.0)
(City: SouthOtha, Pop: 35937791, Elevation: 933.0)
(City: LakeConstanceview, Pop: 33453768, Elevation: 3577.0)
(City: NorthEstefaniafurt, Pop: 28538648, Elevation: 579.0)
(City: Gloverburgh, Pop: 31492104, Elevation: 2043.0)
(City: EastCliffordmouth, Pop: 38763398, Elevation: 2931.0)
(City: SouthDock, Pop: 16779858, Elevation: 1017.0)
(City: LakeKamronstad, Pop: 14482854, Elevation: 3221.0)
(City: WestIdella, Pop: 34092696, Elevation: 1839.0)
(City: NorthBobbie, Pop: 12958176, Elevation: -61.0)
(City: NorthEsteban, Pop: 46430956, Elevation: 2623.0)
(City: NorthTheronchester, Pop: 45556206, Elevation: 3833.0)
(City: Hamillville, Pop: 20786475, Elevation: 3157.0)
(City: EastManley, Pop: 12247776, Elevation: 2841.0)
(City: LakeAidanmouth, Pop: 2249571, Elevation: 1430.0)
(City: NewMalcolm, Pop: 30237880, Elevation: 3251.0)
(City: NewMarisolville, Pop: 36699518, Elevation: 1758.0)
(City: EastKamron, Pop: 8071163, Elevation: 3648.0)
(City: NewMabelleshire, Pop: 14860606, Elevation: 2639.0)
(City: Bruenville, Pop: 8813581, Elevation: 437.0)
(City: WestRodrigoview, Pop: 5425535, Elevation: 1729.0)
(City: Oberbrunnertown, Pop: 49026648, Elevation: 3349.0)
(City: LakeGiovani, Pop: 42582529, Elevation: 1773.0)
(City: Torpfort, Pop: 8912718, Elevation: 575.0)
(City: LakeCarrieville, Pop: 26874145, Elevation: 3426.0)
(City: Kunzestad, Pop: 42288162, Elevation: -34.0)
(City: Lemuelberg, Pop: 40225591, Elevation: 3480.0)
(City: NorthTrisha, Pop: 42606366, Elevation: 2646.0)
(City: EastSelmer, Pop: 913091, Elevation: 1538.0)
(City: NewLisette, Pop: 44059245, Elevation: 838.0)
(City: Kihnberg, Pop: 15255128, Elevation: 1410.0)
(City: NewAnnamouth, Pop: 17928435, Elevation: 3212.0)
(City: Runolfssonfort, Pop: 19331587, Elevation: 1774.0)
(City: LakeOtischester, Pop: 43609091, Elevation: 147.0)
(City: O'Connerburgh, Pop: 8733150, Elevation: 2439.0)
